,Tweet,Type
7435,remember when kyungsoo sent his older brother a letter when hes serving in the military aww such a cute  <link> ,0.0
7436,Hondas HRV strong on value short on style   <hashtag> ,1.0
7437, <username>   <username>   <username>   <username>  Danielle the propagandists are working overtime GO  <hashtag> ,1.0
7438,Ill just leave it here  <link> ,1.0
7439, <hashtag> OpTicGaming  Cloud9500PM Pacific700PM Central800PM Eastern100AM BST1000AM AESTRetweet   <hashtag> ,0.0
7440,Sounds like an altright recruitment wet dream,1.0
7441, <hashtag>  Watch the laser show  <link> ,1.0
7442,Who is the Knick at the center of Biggies I Got A Story To Tell Fat Joe says Anthony Mason The biggest  <link> ,0.0
7443,ITS OFFICIAL NLC DECLARES PROTESTTO START TOMORROW SEE OFFICIALLETTER  <link> ,0.0
7444,Warriors take Game 1 of NBA Finals with 11391 win over Cavs  <link>   <link> ,1.0
7445,Its  <link>  my page,0.0
7446,do u ever hear someones voice and kinda wanna make love to it,1.0
7447,Some people develop a wishbone where their back bone should be  Unknown,1.0
7448,Several hurt in Oregon gas explosion  <link>   <hashtag> ,1.0
7449,If Youre Not Doing this 1 Thing You Could be Making the Biggest  <hashtag>  Mistake Ever  <link> ,1.0
7450,I hate seeing you because you bring back the feelings I tried so hard to forget,1.0
7451,I like green lights and I cannot lie  <hashtag>   <username> ,1.0
7452,Of course the school year is about done and the only class Im doing work in is math,0.0
7453,This is the last level of  <hashtag>   <hashtag>   <hashtag>  1 lucky winner will fly to Thailand upload your  <username>  now,0.0
7454,This is what real election rigging looks like  <link> ,1.0
7455,Id be really happy if the biol 4 exam was all on respiration considering its the only topic I know,0.0
7456,Why Smart People Listen to the blues  <link> ,0.0
7457, <username>   <hashtag>  soldiers  PantsirS1 antiaircraft defence system in  <hashtag>   <link> ,1.0
7458,Im in like Hes in love,0.0
7459,Meanwhile  Chelsea Handler is fluent in alcoholism and old maid spinster hate  Jealousy is an ugly thing especially on her    <link> ,1.0
7460,Happy Birthday  <username>   <link> ,0.0
7461, <hashtag>  why  <username>  decided to change its gender,1.0
7462,Carpool Karaoke Elton John amp James Corden sing Lion King theme amp more  <link>   <hashtag> ,1.0
7463,Be kind to animals We learned that as children and should remember it as adults  <hashtag>   <hashtag>   <link> ,1.0
7464,Gillibrand and Collins Join Forces to Block Trumps Transgender Military Ban   <link> ,1.0
7465,Congratulations to Han Kang and  <username>  for winning  <hashtag> 2016 with The Vegetarian  <link>  <link> ,0.0
7466,I found this awesome recording of Resepi Berkasih  <username>  on  <hashtag>   <link>   <hashtag> ,0.0
7467,Sneak peak of something cool in tomorrowtodays video Heres a shot of my nips which gives you an idea  <link> ,0.0
7468, <hashtag>   Silence as I slowly strip to the tune of Minder and when I down to my strides just drop the mic and stroll off,1.0
7469,Happy birthday to my brother  <username>   16 shawty have a good day,0.0
7470,al fin,0.0
7471,세훈  <hashtag>  Oh Charisma  <link>  <link>  <link> ,0.0
7472,icing level post grad life,0.0
7473,I am in shambles rn this shit in shambles,0.0
7474,This banner should hang from the top of White House Its either that or they will end up with ISIS banners  <link> ,1.0
7475,I gotta shake you off Cause the loving aint the same and you keep on playing games Like you know Im here to stay,0.0
7476,Tune Dont Play  Weekend Official Music Video  <link>  via  <username>  ,1.0
7477,33 children trafficked  Laura Silsby Pedophile island  Jeff Epstein  Clinton visited without SS detail You are a pedophile apologist  <link> ,1.0
7478,I absolutely HATE being out of a routine ,1.0
7479, <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>  Palestine would be selfsufficient on natural gas reserves so Israel perpetuates war to cover theft  <hashtag>   <hashtag>   <link> ,1.0
7480,Mr weaver made fun of me for falling asleep in his class,0.0
7481,Stop analyzing people opinions amp trust  <hashtag>  because He makes the final decision,1.0
7482,A  <hashtag>  shoe that helps you  <hashtag>  a new city  <hashtag>   <hashtag>   <hashtag>  <link>  <link> ,0.0
7483,Eyebrows on  <link> ,0.0
7484,VIDEO Corey Feldman Exposes Hollywoods Sexual Predators  <link> ,1.0
7485, <hashtag>  be Nokia 3310  <link> ,1.0
7486,Discussing  <hashtag>  wEuropean retailers  <username>  need to use full potential of a truly functioning single  <link> ,0.0
7487,Video purports to show IS militants beheading hostages   <hashtag> ,1.0
7488,LEXG ATDF NITE tryin to hold 0062 then 0056COLV 002 test soon,0.0
7489,just how fast the night changes  <link> ,0.0
7490,Facebook must hand over New York users info to prosecutors court rules   <hashtag>   <hashtag> ,1.0
7491,in my life,0.0
7492, <hashtag>  Mongolian Olympic team can actualy win all the gold Too bad they cant make horses swim across the ocean to Rio,1.0
7493,Whitney Houstons daughter fighting for her life  <link>   <hashtag> ,1.0
7494,Kang Choi Tied for Lead at Womens PGA Championship  <link>   <link> ,1.0
7495,lol might start back fw that ho  <link> ,0.0
7496,RT realDonaldTrump Leaving for New York City and meetings on military purchases and trade,1.0
7497,Im never sure if I actually have free time or Im just forgetting everything I have to do,0.0
7498, <hashtag>  running  tummy issues Not at the exact same time,1.0
7499,Pitt Falls To North Carolina 8871 In ACC Tournament   <hashtag> ,1.0
7500,At least we can set the ball in motion if not set target of completion,0.0
7501,Im about to start hurting feelings man,0.0
7502, <username>  flight plan  key goals outlined by trimester by OpenFog President  <username> ,0.0
7503,Chance verse is  <link> ,0.0
7504,Presumptive nominee of the Know Nothing Party  <link> ,0.0
7505, <username>   <link> BLAME IT ON CANADA,0.0
7506,Hey  <username>  Prince always made sure black people were involved in his tributes Can you explain how we got  <link> ,0.0
7507,da 4 they counted me in when everybody counted me out 4AMILY,0.0
7508, <link>   Local Meetings  by  <link>  and  <link> ,0.0
7509,PETA People Eating Tasty Animals   <hashtag> ,1.0
7510,aww tiffany celebrating her win with dancers   <link> ,0.0
7511,Liver,1.0
7512, <hashtag>  Ken Bone would be the new face of Vogue,1.0
7513, <username>  Yes the legal trade stops and the illicit and dangerous version works its evil magic,0.0
7514,LITIGATION UPDATE  <username>  filed suit against MT Dept of Rev on behalf of parents after rule banning religious schools from  <hashtag>  program,1.0
7515,thanks Gigi,0.0
7516,The real story behind Id like to buy the world a Coke  <link>   <hashtag>   <hashtag>   <hashtag> ,0.0
7517,appetite  <hashtag> ,1.0
7518,I support carpet bombing them out of existence,0.0
7519,Im going to get started reading my gifts tonight  My FAM knows what I like  <link> ,1.0
7520,Donald Trump denounces election recount efforts in tweet storm Politics Extra  <link>   <link> ,1.0
7521, <hashtag>   PLEASE   WAKE UP AMERICA   MUST WATCH   <hashtag>    <link> ,1.0
7522,Ted Cruz is headed to Bob Jones University as he pushes for evangelical vote  <username>    <link> ,1.0
7523, <hashtag>  arranfe a MMF sex and dont show up at the meeting,1.0
7524,cats be attention whores  <link> ,1.0
7525,Today we celebrate a revolutionary hero happy birthday to  <hashtag>    <link> ,1.0
7526,NOPE,0.0
7527,Can you say Fracking  <link> ,1.0
7528, <hashtag>   <link> ,1.0
7529,Lyon here we go  <hashtag> ,0.0
7530,RT DJTsavesAmerica KimDotcom Dboyz62 Pls call WH tomorrow Thurs 12024561111 tell POTUS 2 FIRE McMaster Lets g  <link> ,1.0
7531,CrazyMaMa66 Go to my page  all three trains are  <link>  sure on the last ones you open the addtl posts at the bottom,1.0
7532,is this where we bust into that Panda rap songwhich btw I oddly like but I really dont understand it lol  <hashtag> ,0.0
7533,9yearold boy mauled to death by sisters three dogs in Yuba County   <hashtag> ,1.0
7534,Dobbs Clinton Uranium Scandal May Be the Biggest in American Political History  <link>   <link> ,1.0
7535, <username>   <username>   <username>   <username>   <username>  thx for following Plz check out my  <hashtag>  team mate  <username> ,1.0
7536,Congratulations to Madame President Elect  <hashtag> 5Words,1.0
7537,daddy  jk   <link> ,0.0
7538,Someone sends me this for us to see the sexy and elegant  <username>  and am sharing this with  <link> ,0.0
7539,Lets get 1 Month To Udta Punjab trending at NUMBER 1 We can do this,0.0
7540,I know real crips and nigga you are not 1  <hashtag> ,0.0
7541,celebrity crush,0.0
7542,The Color Purple Thats my favorite KoolAid Muthaf <hashtag>   <hashtag> ,1.0
7543,I stay on twitter because nobody texts me,0.0
7544,New Report Shows Which US Cities are about to Go BANKRUPT  Is YOURS  <link> ,1.0
7545,Far from idle speculation Dem senator says looming impeachment is reason to filibuster Gorsuch  <link>   <link> ,1.0
7546,WARNING TO PUTIN Poland to bolster military by 53000 soldiers to ward off Russian threat  <link>   <username>  much needed,1.0
7547, <hashtag> 4shama <link>  Raising funds for a cancer patientAC099689236010plz helpdonate 76,0.0
7548,RT AP BREAKING Spanish police say they have killed several people south of Barcelona in response to a terrorist attack,1.0
7549,EMT skills test day People from these agencies are volunteering their time to test my kids  <hashtag> 2016  <username>  <link> ,0.0
7550, <username>   <hashtag>  I never needed anyone And making love was just for fun Those days are gone All by myself dont want to be,1.0
7551,He points out Smich mentions throwing someone off a mountain Smich says just like the Cadillacs gun money he mentionsits not true,0.0
7553,Highlights from First Presidential Debate  <link> ,1.0
7554, <hashtag>  Pilots for DHL carriers holding strike vote,1.0
7555,The celebration continues Park Hours Disneyland 9AM10PM  Disney California Adventure 9AM <link> ,0.0
7556,Heres what you need to know about the Eric Trump charity scandal  <link>   <link> ,1.0
7557,Noone wears the white hat anymore  <hashtag> ,0.0
7558,Hello you  <link> ,0.0
7559,Trump had a human excuse machine last night Pence The rest of the time he does it himself Dons top 50 excuses  <link> ,1.0
7560,San Mateo car crash leaves at least 1 dead  <link>   <link> ,1.0
7561,True friendship Unconditional love When you feel lonely like no one cares or understands Jesus does  <link> ,1.0
7562,Bowe Bergdahls Former PlatoonMates Endorse TRUMP  Then Drop a Bomb on Hillary VIDEO  <link> ,0.0
7563,Love you Berman Btw thats where you fell and died on our hike  <link> ,0.0
7564,thats why I need one dance got a Hennessy in my  <link> ,0.0
7565, <username>  Do we want to go through this again  <link> ,1.0
7566,they Lowkey are true,0.0
7567,His ego may not let him NOT do it  <link> ,1.0
7568,RT <username>  Missing Big Opportunities in Big Data Bain amp Co Study of Insurers  <link>   <hashtag>   <hashtag> ,0.0
7569,Going to a doctors appointment by myself I finally feel like an adult and its terrifying,0.0
7570,One day well learn that free speech  free to say whatever the hell you want no matter how bad and without consequences,0.0
7571,New York children identified in deadly Strongsville crash involving deer  <link>   <link> ,1.0
7572,Naaaw such a charmer  <hashtag> ,0.0
7573,i gave up on my  <link> ,0.0
7574,Fuck your pride,0.0
7575, <username>  is singing the praises of  <username> s Mac amp cheese on  <username>   making it sound on the level of her work TUNUP,1.0
7576,RUG GIVEAWAY Like  share for your chance to win this Maestro chocolate rug Winner chosen Friday at 4pmGood luck <link> ,0.0
7577,Told the vet Im a healthy pup I eat Pedigree <link> ,0.0
7578,Chicagos Trump Tower Is Not The Only Large Trump Sign  <link> ,1.0
7579,and found it  all of u are ded <link> ,0.0
7580,Man accused of shooting Georgia deputy denied bond  <link>   <hashtag> ,1.0
7581,Man Drives Himself to Hospital After Shooting on Eisenhower  <link> ,1.0
7582, <hashtag>  still trying to cook my christmas dinner,1.0
7583,I have to wonder how much coverage and analysis this will get Because yannow narratives  <link> ,1.0
7584,Bae makes me Bae makes me Bae makes me Bae makes me Bae makes me Bae makes me Bae makes me  All in One Day,0.0
7585,Going to happen science parce que ready decisions BDZrRq  <link> ,0.0
7586,hahahahahahaahhahaha i cant they r so cute and ugly at the same  <link> ,0.0
7587,Older people tweet weirder suff  <hashtag> 5WordsOrLess,1.0
7588, <hashtag>  Nanas crafts after too much eggnog  <link> ,1.0
7589,Who Is Equity Crowdfunding Right For Cofounder of crowdfunding platform RocketHub Alon HillelTuch expla  <link> ,0.0
7590, <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>  1yo collie mix needs loving home fast  <username>   <username>   <username>  <link> ,0.0
7591,6yearold Wichita boy warms homeless with socks  <link>   <link> ,1.0
7592, <username>  the beginning of Sweden Already happening in Canada,1.0
7593,Training prepared us  <hashtag> 3Words  <link> ,1.0
7594,Parking garage collapses onto excavator during demolition in Upper Kirby area  <hashtag>    <link>   <link> ,1.0
7595,Jessica doesnt want her future daughter to be a girl group member <link>  <link> ,0.0
7596,White Supremacist Arrested For Racial Shooting in Kansas  <link>  via  <username> ,1.0
7597,New EPA Rules Push Regulatory Costs Past 1 Trillion 3080 Per Person  <link>  via  <username> ,1.0
